OXY_Open,OXY_High,OXY_Low,OXY_Adj_Close,OXY_Adj_PD,OXY_Volume,OIL_Open,OIL_Close,OIL_High,OIL_Low,Max/Min Label,Rel_Max,Rel_Min,Max/Min Label_P,Rel_Max_P,Rel_Min_P,Max/Min Label_dP,Rel_Max_dP,Rel_Min_dP
59.94,61.84,59.7,59.43,0.00101061142,12238000,82.31,77.84,82.72,77.72,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
63.41,64.63,62.94,62,0.04324415278,9832700,78.8,78.57,80.59,78.05,0,#N/A,#N/A,1,0.04324415278,#N/A,1,0.04324415278,#N/A
64.87,66.58,63.98,62.32,0.005161290323,12519800,78.42,79.65,81.37,78.42,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
64.26,64.59,63.12,62.38,0.0009627727856,6613500,79.54,80.1,80.89,78.81,1,62.38,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65,65,63.63,62.33,-0.0008015389548,7613900,79.52,82.67,83,79.31,2,#N/A,62.33,2,#N/A,-0.0008015389548,0,#N/A,#N/A
64.5,66.48,64.25,63.93,0.02566982192,12351900,82.88,84.03,84.62,82.37,1,63.93,#N/A,1,0.02566982192,#N/A,1,0.02566982192,#N/A
65.75,66.13,64.67,63.51,-0.006569685594,7200100,83.91,85.28,85.5,83.5,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.42,65.99,64.56,62.94,-0.008974964573,7503300,84.2,85.92,86.82,84.04,0,#N/A,#N/A,2,#N/A,-0.008974964573,2,#N/A,-0.008974964573
65.2,67.05,64.28,62.65,-0.004607562758,13922500,86.45,84.98,87.85,84.36,2,#N/A,62.65,0,#N/A,#N/A,0,#N/A,#N/A
64.04,66.02,63.78,63.86,0.01931364725,10038400,84.34,86.16,86.85,83.76,0,#N/A,#N/A,1,0.01931364725,#N/A,1,0.01931364725,#N/A
66.12,67.11,65.43,65.07,0.01894769809,12439900,86.42,87.63,87.79,85.58,1,65.07,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
67.31,67.71,66.33,64.67,-0.006147226064,9891500,87.7,88.19,89.09,86.92,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
64.36,67.46,64.25,62.66,-0.03108087212,8519100,88.07,86.13,88.71,85.8,2,#N/A,62.66,2,#N/A,-0.03108087212,2,#N/A,-0.03108087212
63.86,64.54,62.31,62.74,0.001276731567,10053300,86.28,86.12,87,85.41,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.38,67.13,64.76,65.24,0.03984698757,12564400,86.35,87.47,88.01,85.74,1,65.24,#N/A,1,0.03984698757,#N/A,1,0.03984698757,#N/A
67.15,67.93,66.51,64.71,-0.008123850399,8761000,87.65,86.66,88.95,85.69,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.82,65.96,64.07,62.36,-0.03631587081,9515100,86.88,84.9,87.48,84.66,2,#N/A,62.36,2,#N/A,-0.03631587081,2,#N/A,-0.03631587081
64.2,64.79,63.63,63.01,0.0104233483,10315300,85.18,84.49,85.25,83.73,1,63.01,#N/A,1,0.0104233483,#N/A,1,0.0104233483,#N/A
64.26,64.51,62.29,61.75,-0.0199968259,12695000,85.56,82.84,86.21,82.37,0,#N/A,#N/A,2,#N/A,-0.0199968259,0,#N/A,#N/A
63.22,63.39,61.53,60.75,-0.01619433198,13098500,83.34,82.17,83.61,81.25,0,#N/A,#N/A,1,-0.01619433198,#N/A,0,#N/A,#N/A
62.69,64.02,61.01,59.55,-0.01975308642,17851500,82.27,79.94,84.2,79.62,2,#N/A,59.55,2,#N/A,-0.01975308642,0,#N/A,#N/A
61.5,61.85,60.21,59.86,0.005205709488,11803100,79.61,80.99,81.43,79.1,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
62,64.69,61.8,62.82,0.04944871367,12969300,81.26,83.69,84.13,81.19,1,62.82,#N/A,1,0.04944871367,#N/A,1,0.04944871367,#N/A
64.5,65.01,63.71,62.17,-0.01034702324,7668300,84.11,85.09,85.15,83.51,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
63.99,64.35,63.01,61.46,-0.01142029918,6738800,84.96,84.5,85.5,83.05,2,#N/A,61.46,2,#N/A,-0.01142029918,2,#N/A,-0.01142029918
65.01,65.46,64.31,62.98,0.0247315327,7835100,86.51,86.61,86.95,85.1,0,#N/A,#N/A,1,0.0247315327,#N/A,1,0.0247315327,#N/A
65.05,66.99,64.45,64.51,0.02429342648,12410300,85.83,85.58,86.42,84.13,1,64.51,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.35,65.4,62.68,61.17,-0.05177491862,17780100,85.2,85.38,85.85,83.88,0,#N/A,#N/A,2,#N/A,-0.05177491862,2,#N/A,-0.05177491862
62.51,63.86,62.41,60.78,-0.00637567435,12173900,85.27,85.14,86.21,84.6,0,#N/A,#N/A,1,-0.00637567435,#N/A,0,#N/A,#N/A
61.3,61.62,60.05,59.06,-0.02829878249,20380400,84.6,83,84.87,81.8,0,#N/A,#N/A,2,#N/A,-0.02829878249,0,#N/A,#N/A
60.54,61.28,59.65,58.17,-0.01506942093,11314600,83.86,83.05,84.2,82.56,0,#N/A,#N/A,1,-0.01506942093,#N/A,0,#N/A,#N/A
59.24,59.89,57.96,56.81,-0.02337974901,17198700,82.78,80.6,83.25,80.43,2,#N/A,56.81,2,#N/A,-0.02337974901,0,#N/A,#N/A
59.55,59.87,58.55,57.59,0.01372997712,12734600,80.48,82.21,82.77,80.4,1,57.59,#N/A,1,0.01372997712,#N/A,1,0.01372997712,#N/A
58.75,59.27,58.01,57.36,-0.003993748915,13116300,82.49,83.16,83.39,81.07,0,#N/A,#N/A,2,#N/A,-0.003993748915,0,#N/A,#N/A
59.27,59.65,58.37,57.34,-0.0003486750349,17984600,83.19,82.45,83.6,81.73,0,#N/A,#N/A,1,-0.0003486750349,#N/A,0,#N/A,#N/A
59.73,60.56,58.5,56.95,-0.006801534705,34364400,82.3,83.89,84.15,82.19,2,#N/A,56.95,2,#N/A,-0.006801534705,2,#N/A,-0.006801534705
58.51,60.09,58.4,58.07,0.01966637401,14414200,83.05,84.31,84.49,82.61,0,#N/A,#N/A,1,0.01966637401,#N/A,1,0.01966637401,#N/A
59.4,60.54,59.25,58.61,0.00929912175,13858700,84.31,84.75,85.1,83.83,0,#N/A,#N/A,2,#N/A,0.00929912175,0,#N/A,#N/A
59.48,61.7,59.31,59.56,0.01620883808,17088900,84.61,85.83,86,82.36,0,#N/A,#N/A,1,0.01620883808,#N/A,0,#N/A,#N/A
61.06,61.97,60.85,59.98,0.007051712559,12890800,85.83,86.18,86.35,84.34,1,59.98,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
61.32,61.65,60.5,59.18,-0.01333777926,12547300,86.23,83.29,86.75,82.83,2,#N/A,59.18,2,#N/A,-0.01333777926,0,#N/A,#N/A
62,63.58,61.05,60.44,0.02129097668,22947000,83.03,82.66,83.59,82.06,1,60.44,#N/A,1,0.02129097668,#N/A,1,0.02129097668,#N/A
60.33,61.07,59.43,58.38,-0.03408338848,14715800,81.47,82.78,83.11,80.73,0,#N/A,#N/A,2,#N/A,-0.03408338848,2,#N/A,-0.03408338848
58.36,60.15,57.28,57.69,-0.01181911614,19574500,82.6,80.77,83.48,78.34,2,#N/A,57.69,0,#N/A,#N/A,0,#N/A,#N/A
59.45,61.63,59.01,58.7,0.01750736696,16825700,80.54,77.45,80.92,76.89,1,58.7,#N/A,1,0.01750736696,#N/A,0,#N/A,#N/A
58.15,58.35,55.51,55.4,-0.05621805792,30722100,77.82,73.69,78.73,71.67,2,#N/A,55.4,2,#N/A,-0.05621805792,2,#N/A,-0.05621805792
58.51,59.53,58.23,57.52,0.03826714801,14579700,73.01,73.79,73.87,70.12,0,#N/A,#N/A,1,0.03826714801,#N/A,1,0.03826714801,#N/A
59.93,60.75,59.5,58.75,0.02138386648,16959100,73.64,75.32,75.42,72.82,1,58.75,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
60.29,60.42,58.61,57.23,-0.02587234043,13936200,75.15,76.69,77.12,74.5,0,#N/A,#N/A,2,#N/A,-0.02587234043,2,#N/A,-0.02587234043
59.05,59.56,57.69,57.04,-0.003319937096,15059300,75.87,75.91,77.44,75.12,0,#N/A,#N/A,1,-0.003319937096,#N/A,0,#N/A,#N/A
57.88,58.6,57.03,56.74,-0.005259467041,13598000,75.53,74.99,76.32,72.68,2,#N/A,56.74,2,#N/A,-0.005259467041,0,#N/A,#N/A
58.7,59.86,58.03,58.18,0.0253789214,14419700,75,78.12,78.42,74.8,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
60.65,62.35,60.56,60.67,0.04279821244,21795500,78.23,78.65,79.2,77.54,1,60.67,#N/A,1,0.04279821244,#N/A,1,0.04279821244,#N/A
62.69,62.94,61.7,60.56,-0.001813087193,13107100,78.97,78.28,79.68,77.94,2,#N/A,60.56,2,#N/A,-0.001813087193,2,#N/A,-0.001813087193
62.74,62.83,61.71,60.78,0.003632760898,8311700,78.23,79.27,79.55,77.86,0,#N/A,#N/A,1,0.003632760898,#N/A,0,#N/A,#N/A
62.39,62.98,62.16,60.89,0.001809805857,9618800,79.19,79.77,79.8,78.54,0,#N/A,#N/A,2,#N/A,0.001809805857,0,#N/A,#N/A
65.74,66.47,64.69,63.57,0.04401379537,24486500,86,84.93,86.44,83.5,1,63.57,#N/A,1,0.04401379537,#N/A,1,0.04401379537,#N/A
65.83,65.88,63.91,63.23,-0.005348434796,16176400,0,84.94,0,0,0,#N/A,#N/A,2,#N/A,-0.005348434796,0,#N/A,#N/A
64.37,65.18,63.59,62.98,-0.00395381939,12056100,85.22,84.99,85.54,84.01,0,#N/A,#N/A,1,-0.00395381939,#N/A,0,#N/A,#N/A
64.05,64.14,62.97,61.48,-0.02381708479,10480900,84.89,85.12,85.45,84.05,2,#N/A,61.48,2,#N/A,-0.02381708479,2,#N/A,-0.02381708479
63.2,64.47,63.17,62.51,0.01675341574,11531400,85.1,84.18,85.66,84.09,0,#N/A,#N/A,1,0.01675341574,#N/A,1,0.01675341574,#N/A
64.39,64.89,63.91,62.78,0.004319308911,8979000,84.24,85.61,85.67,83.75,0,#N/A,#N/A,2,#N/A,0.004319308911,0,#N/A,#N/A
64.8,65.21,64.25,63.24,0.007327174259,9185400,85.59,87.33,87.49,85.39,1,63.24,#N/A,1,0.007327174259,#N/A,0,#N/A,#N/A
64.75,65.18,64.52,63.17,-0.001106894371,7697000,87.19,86.09,87.47,86.05,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
64.74,64.99,64.04,62.89,-0.004432483774,6763400,86.18,86.31,86.87,85.53,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
64.38,64.41,62.85,61.39,-0.02385116871,8514700,86.43,84.76,86.52,84.34,2,#N/A,61.39,2,#N/A,-0.02385116871,2,#N/A,-0.02385116871
62.78,63.16,62.25,61.44,0.0008144648966,7936600,84.74,84.77,85.41,83.81,1,61.44,#N/A,1,0.0008144648966,#N/A,1,0.0008144648966,#N/A
62,62.6,61.39,60.93,-0.00830078125,7742200,84.9,83.12,85.15,82.39,0,#N/A,#N/A,2,#N/A,-0.00830078125,0,#N/A,#N/A
61.55,62.27,61.5,60.5,-0.007057278845,7769000,82.75,81.1,82.92,80.77,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
62.15,62.43,61.44,60.34,-0.002644628099,7825200,80.79,81.66,82.05,80.45,2,#N/A,60.34,0,#N/A,#N/A,0,#N/A,#N/A
61.87,63.07,61.77,61.21,0.01441829632,7560200,81.87,82.73,82.99,80.48,1,61.21,#N/A,1,0.01441829632,#N/A,1,0.01441829632,#N/A
61.87,62.02,60.62,59.82,-0.02270870773,9709700,82.59,80.77,83.06,80.35,0,#N/A,#N/A,2,#N/A,-0.02270870773,2,#N/A,-0.02270870773
61.32,61.34,59.92,58.77,-0.01755265797,8470900,80.92,77.69,81.47,77.46,2,#N/A,58.77,0,#N/A,#N/A,0,#N/A,#N/A
60.3,60.82,59.97,59.08,0.005274800068,8172100,77.77,78.37,78.61,77.39,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
60.7,62.17,60.35,60.01,0.01574136764,9716500,78.25,80.33,79.61,77.69,1,60.01,#N/A,1,0.01574136764,#N/A,1,0.01574136764,#N/A
60.98,61.88,60.76,59.66,-0.005832361273,7337700,80.11,79.31,80.24,78.13,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
60.55,60.55,59.08,58.56,-0.01843781428,12442900,79.28,75.32,79.78,75.07,0,#N/A,#N/A,2,#N/A,-0.01843781428,2,#N/A,-0.01843781428
59.25,60.1,58.94,57.51,-0.01793032787,11639200,75.31,72.33,75.58,71.7,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
59.04,59.84,58.28,57.25,-0.004520952878,11202000,71.28,72.5,73.72,71.28,2,#N/A,57.25,0,#N/A,#N/A,0,#N/A,#N/A
60.12,61.08,59.75,59.19,0.03388646288,11258900,72.69,75.3,75.75,72.41,1,59.19,#N/A,1,0.03388646288,#N/A,1,0.03388646288,#N/A
60.62,61.15,58.93,57.5,-0.02855212029,17632100,75.23,77.01,77.43,74.95,0,#N/A,#N/A,2,#N/A,-0.02855212029,0,#N/A,#N/A
58.65,59.65,58.58,57.5,0,13373200,76.71,77.44,77.5,75.07,0,#N/A,#N/A,1,0,#N/A,0,#N/A,#N/A
58.27,58.89,56.47,55.45,-0.03565217391,21378600,77.36,76.41,77.6,75.68,2,#N/A,55.45,2,#N/A,-0.03565217391,2,#N/A,-0.03565217391
56.4,58,56.31,56.5,0.01893597836,14178100,76.62,74.98,77.41,74.61,0,#N/A,#N/A,1,0.01893597836,#N/A,1,0.01893597836,#N/A
58.08,58.39,57.74,56.66,0.002831858407,9461900,75.35,74.17,75.85,74.03,0,#N/A,#N/A,2,#N/A,0.002831858407,0,#N/A,#N/A
58.4,58.88,58.16,57.07,0.007236145429,9155600,74.15,75.23,75.75,73.49,1,57.07,#N/A,1,0.007236145429,#N/A,0,#N/A,#N/A
58.77,58.87,58.01,56.7,-0.006483266164,10516000,75.55,74.91,75.95,74.5,2,#N/A,56.7,2,#N/A,-0.006483266164,0,#N/A,#N/A
58.7,59.17,58.18,57.46,0.01340388007,9549100,74.67,76.96,77.31,74.1,1,57.46,#N/A,1,0.01340388007,#N/A,0,#N/A,#N/A
58.82,58.85,57.77,56.81,-0.01131221719,11296800,76.78,75.86,76.99,75.5,2,#N/A,56.81,2,#N/A,-0.01131221719,2,#N/A,-0.01131221719
59.1,59.53,58.71,57.58,0.01355395177,9445200,75.63,75.99,76.46,74.55,0,#N/A,#N/A,1,0.01355395177,#N/A,1,0.01355395177,#N/A
59.65,60.31,59.25,58.21,0.01094129906,9639200,76.15,76.84,77.74,75.65,1,58.21,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
60.17,60.35,59.12,57.92,-0.004981961862,10665800,77.7,78.36,78.66,77.03,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
58.61,59.1,58.27,57.36,-0.009668508287,10362900,78.22,76.26,78.5,75.1,2,#N/A,57.36,2,#N/A,-0.009668508287,2,#N/A,-0.009668508287
59.12,59.23,58.56,57.48,0.002092050209,9946000,76.09,76.95,77.35,75.73,1,57.48,#N/A,1,0.002092050209,#N/A,1,0.002092050209,#N/A
58.11,58.8,57.9,57.14,-0.005915100905,12529400,76.98,73.54,77.57,73.2,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
58.35,58.51,57.52,56.24,-0.01575078754,15280300,73.6,72.66,73.81,71.39,2,#N/A,56.24,2,#N/A,-0.01575078754,2,#N/A,-0.01575078754
57.69,59.05,57.53,56.68,0.007823613087,10189800,72.15,74.28,75.25,72.03,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
59.02,59.99,58.71,58.22,0.02717007763,14455000,74.28,76.13,76.5,74.18,1,58.22,#N/A,1,0.02717007763,#N/A,1,0.02717007763,#N/A
60.79,60.79,59.39,57.93,-0.004981106149,8796500,77.68,76.71,78.73,76.31,2,#N/A,57.93,2,#N/A,-0.004981106149,2,#N/A,-0.004981106149
58.67,59.59,58.49,57.97,0.0006904885206,8616500,76.55,76.29,76.75,74.72,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
59.73,60.7,59.69,58.56,0.01017767811,9055600,76.22,76.95,77.64,75.51,1,58.56,#N/A,1,0.01017767811,#N/A,1,0.01017767811,#N/A
58.66,59.41,58.58,57.9,-0.0112704918,8312500,74.87,71.84,74.87,71.58,0,#N/A,#N/A,2,#N/A,-0.0112704918,2,#N/A,-0.0112704918
59.59,60.11,58.76,57.49,-0.007081174439,11501300,72.11,74.29,74.66,71.94,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
59.35,59.74,58.07,57.2,-0.00504435554,11289200,74.05,73.2,75.49,73.03,0,#N/A,#N/A,1,-0.00504435554,#N/A,0,#N/A,#N/A
58.15,58.15,56.87,55.98,-0.02132867133,12586100,76.12,75.9,77.15,74.51,2,#N/A,55.98,2,#N/A,-0.02132867133,2,#N/A,-0.02132867133
57.03,57.84,56.98,56.22,0.004287245445,9013200,75.54,77.12,77.24,75.52,1,56.22,#N/A,1,0.004287245445,#N/A,1,0.004287245445,#N/A
56.93,57.12,56.51,55.29,-0.01654215582,10322000,77.03,74.14,77.2,73.59,0,#N/A,#N/A,2,#N/A,-0.01654215582,0,#N/A,#N/A
56.02,56.3,55.89,54.85,-0.007958039428,21362900,74.02,73.85,74.44,72.11,2,#N/A,54.85,0,#N/A,#N/A,0,#N/A,#N/A
56.15,57.55,56.1,56,0.02096627165,11174900,0,74.18,0,0,0,#N/A,#N/A,1,0.02096627165,#N/A,1,0.02096627165,#N/A
57.23,57.9,56.77,56.21,0.00375,8867400,72.62,74.03,74.2,71.57,0,#N/A,#N/A,2,#N/A,0.00375,0,#N/A,#N/A
58.2,58.53,57.67,57.25,0.0185020459,10982600,73.72,74.34,74.98,73.39,0,#N/A,#N/A,1,0.0185020459,#N/A,0,#N/A,#N/A
59,59.45,58.71,57.52,0.004716157205,11623800,74.22,75.41,75.4,74.21,0,#N/A,#N/A,2,#N/A,0.004716157205,0,#N/A,#N/A
58.95,59.46,58.66,57.92,0.006954102921,4541200,75.11,74.65,76.6,74.56,1,57.92,#N/A,1,0.006954102921,#N/A,0,#N/A,#N/A
59.5,59.58,58.65,57.61,-0.005352209945,8018800,76.03,76.65,76.95,75.3,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
58.27,58.79,57.17,56.36,-0.02169762194,9765000,76.7,76.52,77.09,75.03,2,#N/A,56.36,2,#N/A,-0.02169762194,2,#N/A,-0.02169762194
57.48,59.22,57.41,57.33,0.01721078779,11250300,76.52,78.47,78.54,76.03,0,#N/A,#N/A,1,0.01721078779,#N/A,0,#N/A,#N/A
58.52,59.14,58.3,57.42,0.001569858713,8200100,78.6,77.69,78.77,77.36,0,#N/A,#N/A,2,#N/A,0.001569858713,0,#N/A,#N/A
58.93,60.84,58.84,59.23,0.03152211773,14636200,77.82,79.4,79.5,77.63,0,#N/A,#N/A,1,0.03152211773,#N/A,1,0.03152211773,#N/A
61.18,61.88,61.04,59.99,0.01283133547,11581700,79.32,80.11,80.55,79.21,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
61.54,61.91,61.05,60.1,0.00183363894,9794200,80.19,81.36,81.75,79.88,1,60.1,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
61.1,61.19,59.24,58.09,-0.03344425957,9835600,81.64,79.87,81.7,79.53,0,#N/A,#N/A,2,#N/A,-0.03344425957,2,#N/A,-0.03344425957
59.1,59.52,58.97,58,-0.001549320021,6601200,79.36,78.5,80.64,78.25,2,#N/A,58,0,#N/A,#N/A,0,#N/A,#N/A
59.1,60.88,59.1,58.77,0.01327586207,10918100,78.52,79.63,79.99,78.19,0,#N/A,#N/A,1,0.01327586207,#N/A,1,0.01327586207,#N/A
60.3,60.74,59.95,58.85,0.001361238727,7568300,79.84,79.46,80.93,79.17,0,#N/A,#N/A,2,#N/A,0.001361238727,0,#N/A,#N/A
60.6,60.9,60.14,59.14,0.004927782498,5714600,79.33,79.64,80.27,78.66,0,#N/A,#N/A,1,0.004927782498,#N/A,0,#N/A,#N/A
60.59,60.95,60.2,59.42,0.004734528238,6484000,79.78,81.07,81.24,79.65,0,#N/A,#N/A,2,#N/A,0.004734528238,0,#N/A,#N/A
61.21,63.04,61.06,60.96,0.0259171996,11878000,80.95,82.74,83.16,80.42,0,#N/A,#N/A,1,0.0259171996,#N/A,1,0.0259171996,#N/A
62.35,63.97,61.99,62.03,0.01755249344,10371700,82.85,83.64,83.87,82.22,1,62.03,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
62.61,63.16,62.45,61.48,-0.008866677414,6861000,83.19,82.92,83.85,82.58,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
63.35,63.4,61.57,60.5,-0.01594014314,7804900,82.93,84.24,84.5,82.93,2,#N/A,60.5,2,#N/A,-0.01594014314,2,#N/A,-0.01594014314
62.1,62.18,61.3,60.73,0.003801652893,6211300,83.71,84.99,85.09,83.22,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
62.55,63.24,62.45,61.76,0.01696031615,9513700,84.95,85.56,85.8,84.4,1,61.76,#N/A,1,0.01696031615,#N/A,1,0.01696031615,#N/A
62.65,63.09,62.11,61.28,-0.007772020725,6603100,85.24,84.91,85.91,84.21,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
61.96,62.14,60.68,60.13,-0.01876631854,11352600,85.86,83.2,85.99,82.74,2,#N/A,60.13,2,#N/A,-0.01876631854,2,#N/A,-0.01876631854
60.15,62.48,60.03,60.86,0.01214036255,12127000,83.46,85.14,85.41,82.36,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
62.6,64.53,62.52,62.14,0.02103187644,14318600,85.31,86.24,86.65,85.06,0,#N/A,#N/A,1,0.02103187644,#N/A,1,0.02103187644,#N/A
63.82,64.29,63.53,62.51,0.005954296749,8879200,86.23,85.34,86.73,85.03,1,62.51,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
63,63.9,62.44,62.36,-0.002399616061,7304600,85.79,86.17,86.34,83.32,2,#N/A,62.36,2,#N/A,-0.002399616061,2,#N/A,-0.002399616061
64.2,65.07,63.68,62.42,0.0009621552277,10757500,86,87.55,87.65,85.91,1,62.42,#N/A,1,0.0009621552277,#N/A,0,#N/A,#N/A
63.95,64.61,63.25,62.34,-0.0012816405,7611100,87.39,86.4,88.1,86.2,2,#N/A,62.34,2,#N/A,-0.0012816405,0,#N/A,#N/A
64,66.03,64,64.41,0.03320500481,17104800,86.37,86.81,87.35,85.84,1,64.41,#N/A,1,0.03320500481,#N/A,1,0.03320500481,#N/A
65.54,65.8,64.43,63.69,-0.01117838845,7953300,86.53,86.21,86.71,85.5,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
64.9,64.9,63.37,62.17,-0.023865599,7857300,86.12,84.89,86.68,84.29,0,#N/A,#N/A,2,#N/A,-0.023865599,2,#N/A,-0.023865599
63.88,64.3,62.5,61.19,-0.01576322985,7805700,85.2,83.45,85.36,83.13,2,#N/A,61.19,0,#N/A,#N/A,0,#N/A,#N/A
63.34,64.19,63.05,61.79,0.009805523778,7863000,83.2,84.12,84.88,83.05,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
62.47,64.23,62.45,62.68,0.01440362518,7508800,83.88,84.8,85.08,83.33,1,62.68,#N/A,1,0.01440362518,#N/A,1,0.01440362518,#N/A
64.68,64.97,63.29,62.34,-0.005424377792,6809800,84.8,84.46,85.86,84.31,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
63.73,63.85,62.88,61.54,-0.0128328521,5121900,84.46,84.03,84.66,83.85,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
62.14,62.17,60.84,60.47,-0.01738706532,8758500,83.99,83.21,84.26,81.94,0,#N/A,#N/A,2,#N/A,-0.01738706532,2,#N/A,-0.01738706532
61.36,62.06,61.05,60.01,-0.00760707789,6267100,82.95,83.36,83.62,81.97,2,#N/A,60.01,0,#N/A,#N/A,0,#N/A,#N/A
61.99,62.37,61.17,60.49,0.007998666889,6790000,83.26,84.48,84.97,82.67,0,#N/A,#N/A,1,0.007998666889,#N/A,1,0.007998666889,#N/A
62.17,62.82,61.89,60.89,0.00661266325,4840300,84.87,84.42,85.23,84.11,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
62.6,62.96,62.42,61.27,0.00624076203,4714500,85.62,85.86,86.23,85.11,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
62.98,63.06,62.31,61.42,0.002448180186,10915100,86,86.86,86.94,85.74,0,#N/A,#N/A,2,#N/A,0.002448180186,2,#N/A,0.002448180186
63.66,64.85,63.5,63.16,0.02832953435,9020000,86.82,88.55,88.99,86.74,0,#N/A,#N/A,1,0.02832953435,#N/A,1,0.02832953435,#N/A
65.21,66.9,65,64.74,0.02501583281,15600800,88.91,90.04,91.15,88.06,1,64.74,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.87,66.5,64.96,64.14,-0.009267840593,8177800,90.12,90.6,91.1,89.25,0,#N/A,#N/A,2,#N/A,-0.009267840593,0,#N/A,#N/A
65,65.75,64.82,64.03,-0.001714998441,6346600,89.79,90.65,91.02,89.3,0,#N/A,#N/A,1,-0.001714998441,#N/A,0,#N/A,#N/A
65.7,65.9,63.56,62.62,-0.02202092769,7917300,90.83,90.64,91.45,90.11,2,#N/A,62.62,2,#N/A,-0.02202092769,2,#N/A,-0.02202092769
66.94,67.67,66.81,66.02,0.05429575216,9851300,92.04,93.7,94.21,92.02,1,66.02,#N/A,1,0.05429575216,#N/A,1,0.05429575216,#N/A
66.71,67.2,65.98,64.89,-0.01711602545,23121300,94.02,93.93,94.63,92.67,2,#N/A,64.89,2,#N/A,-0.01711602545,0,#N/A,#N/A
67.13,67.14,65.47,65.06,0.002619818154,7746800,94.28,94.43,94.95,93.79,1,65.06,#N/A,1,0.002619818154,#N/A,0,#N/A,#N/A
67.19,67.21,65.38,64.55,-0.007838917922,8150900,94.66,94.34,95.96,94.16,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.37,65.96,64.23,63.02,-0.02370255616,6735500,94.49,93.53,94.72,92.76,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
64.43,64.59,62.54,61.37,-0.02618216439,10245400,93.08,93.3,94.6,92.2,2,#N/A,61.37,2,#N/A,-0.02618216439,2,#N/A,-0.02618216439
63.16,63.58,62.56,61.69,0.005214274075,7146300,93.37,93.27,94.64,92.8,0,#N/A,#N/A,1,0.005214274075,#N/A,1,0.005214274075,#N/A
62.65,63.34,62.53,61.96,0.004376722321,6234000,93.75,93.29,94.25,92.54,1,61.96,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
62.52,63.61,62.49,61.95,-0.000161394448,6196300,93.28,93.96,94.21,91.8,2,#N/A,61.95,2,#N/A,-0.000161394448,2,#N/A,-0.000161394448
64.5,65.91,64.15,64.35,0.0387409201,11679100,94.12,96.55,97.06,94.1,0,#N/A,#N/A,1,0.0387409201,#N/A,1,0.0387409201,#N/A
65.15,66.36,65.11,64.62,0.004195804196,9156800,96.74,95.38,97.69,94.76,1,64.62,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
